date,geography,indicator,value
1962-04,Canada,All-items,15.8
1962-05,Canada,All-items,15.8
1962-06,Canada,All-items,15.9
1962-07,Canada,All-items,15.9
1962-08,Canada,All-items,16.0
1962-09,Canada,All-items,15.9
1962-10,Canada,All-items,16.0
1962-11,Canada,All-items,16.0
1962-12,Canada,All-items,16.0
1963-01,Canada,All-items,16.0
1963-02,Canada,All-items,16.0
1963-03,Canada,All-items,16.0
1963-04,Canada,All-items,16.0
1963-05,Canada,All-items,16.0
1963-06,Canada,All-items,16.0
1963-07,Canada,All-items,16.2
1963-08,Canada,All-items,16.3
1963-09,Canada,All-items,16.2
1963-10,Canada,All-items,16.2
1963-11,Canada,All-items,16.3
1963-12,Canada,All-items,16.3
1964-01,Canada,All-items,16.3
1964-02,Canada,All-items,16.3
1964-03,Canada,All-items,16.3
1964-04,Canada,All-items,16.4
1964-05,Canada,All-items,16.4
1964-06,Canada,All-items,16.4
1964-07,Canada,All-items,16.5
1964-08,Canada,All-items,16.5
1964-09,Canada,All-items,16.5
1964-10,Canada,All-items,16.5
1964-11,Canada,All-items,16.5
1964-12,Canada,All-items,16.6
1965-01,Canada,All-items,16.6
1965-02,Canada,All-items,16.6
1965-03,Canada,All-items,16.6
1965-04,Canada,All-items,16.7
1965-05,Canada,All-items,16.7
1965-06,Canada,All-items,16.9
1965-07,Canada,All-items,16.9
1965-08,Canada,All-items,16.9
1965-09,Canada,All-items,16.9
1965-10,Canada,All-items,16.9
1965-11,Canada,All-items,17.0
1965-12,Canada,All-items,17.1
1966-01,Canada,All-items,17.1
1966-02,Canada,All-items,17.2
1966-03,Canada,All-items,17.3
1966-04,Canada,All-items,17.4
1966-05,Canada,All-items,17.4
1966-06,Canada,All-items,17.5
1966-07,Canada,All-items,17.5
1966-08,Canada,All-items,17.6
1966-09,Canada,All-items,17.6
1966-10,Canada,All-items,17.6
1966-11,Canada,All-items,17.6
1966-12,Canada,All-items,17.7
1967-01,Canada,All-items,17.7
1967-02,Canada,All-items,17.7
1967-03,Canada,All-items,17.8
1967-04,Canada,All-items,17.9
1967-05,Canada,All-items,18.0
1967-06,Canada,All-items,18.1
1967-07,Canada,All-items,18.2
1967-08,Canada,All-items,18.3
1967-09,Canada,All-items,18.3
1967-10,Canada,All-items,18.3
1967-11,Canada,All-items,18.3
1967-12,Canada,All-items,18.4
1968-01,Canada,All-items,18.5
1968-02,Canada,All-items,18.5
1968-03,Canada,All-items,18.6
1968-04,Canada,All-items,18.6
1968-05,Canada,All-items,18.6
1968-06,Canada,All-items,18.7
1968-07,Canada,All-items,18.9
1968-08,Canada,All-items,19.0
1968-09,Canada,All-items,19.0
1968-10,Canada,All-items,19.0
1968-11,Canada,All-items,19.2
1968-12,Canada,All-items,19.2
1969-01,Canada,All-items,19.2
1969-02,Canada,All-items,19.2
1969-03,Canada,All-items,19.3
1969-04,Canada,All-items,19.6
1969-05,Canada,All-items,19.6
1969-06,Canada,All-items,19.7
1969-07,Canada,All-items,19.8
1969-08,Canada,All-items,19.9
1969-09,Canada,All-items,19.9
1969-10,Canada,All-items,19.9
1969-11,Canada,All-items,19.9
1969-12,Canada,All-items,20.1
1970-01,Canada,All-items,20.2
1970-02,Canada,All-items,20.2
1970-03,Canada,All-items,20.2
1970-04,Canada,All-items,20.3
1970-05,Canada,All-items,20.3
1970-06,Canada,All-items,20.3
1970-07,Canada,All-items,20.5
1970-08,Canada,All-items,20.5
1970-09,Canada,All-items,20.4
1970-10,Canada,All-items,20.4
1970-11,Canada,All-items,20.4
1970-12,Canada,All-items,20.3
1971-01,Canada,All-items,20.4
1971-01,"St. John's, Newfoundland and Labrador",All-items,20.3
1971-01,"Halifax, Nova Scotia",All-items,21.3
1971-01,"Saint John, New Brunswick",All-items,20.8
1971-01,"Québec, Quebec",All-items,21.0
1971-01,"Montréal, Quebec",All-items,20.8
1971-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",All-items,20.3
1971-01,"Toronto, Ontario",All-items,19.7
1971-01,"Thunder Bay, Ontario",All-items,20.8
1971-01,"Winnipeg, Manitoba",All-items,20.4
1971-01,"Regina, Saskatchewan",All-items,20.7
1971-01,"Saskatoon, Saskatchewan",All-items,21.1
1971-01,"Edmonton, Alberta",All-items,20.8
